행정동명,2023년09월_전체세대,2023년09월_1인세대,2023년09월_2인세대,2023년09월_3인세대,2023년09월_4인세대,2023년09월_5인세대,2023년9월_6인가구이상,채소가게수,제로웨이스트 가게수,유치원수,거주인구대비취약자수,거주인구대비취약자백분위수,미세먼지지수,미세먼지백분위,행정구역면적,공원수,공원율,도시농업(프로그램수),도시농업(시설수),초등학교수,사업체수 (개),종사자수 (명),채식식당수,인구수,1_0대,1_10대,1_20대,1_30대,1_40대,1_50대,1_60대,1_70대,1_80대,1_90대,1_기타,2_0대,2_10대,2_20대,2_30대,2_40대,2_50대,2_60대,2_70대,2_80대,2_90대,2_기타,카페수,승하차인원_버스_지하철,1점포당_1년_매출액,행정동별_1년_매출액
신사1동,12041,4463,3242,2334,1557,343,102,2.0,0.0,3.0,7117,84.0,13.844,4,0.8077,2,0.24,0.0,0.0,0.0,1986,5162,1.0,53344.0,1328,1874,3656,3930,3912,4102,3834,2024,884,56,0,1238,1780,3648,3826,3936,4664,4600,2616,1262,170,4,31.0,333551.0,25561784.16,2888481610.0
신사2동,8714,3387,2274,1590,1130,257,76,1.0,0.0,2.0,5594,73.0,13.844,4,1.0454,7,11.29,1.0,1.0,3.0,2060,4261,0.0,38372.0,944,1548,2620,2664,2864,3166,3046,1512,640,56,2,790,1296,2432,2546,2700,3296,3336,1822,948,136,8,30.0,306558.0,13200762.78,712841190.0
신사동(강남구),6773,2626,1522,1237,1038,247,103,3.0,2.0,1.0,4296,62.0,24.689,36,2.0577,8,1.42,0.0,0.0,1.0,6143,28917,10.0,31110.0,436,770,910,933,1120,1249,824,618,349,37,1,412,778,1047,1135,1402,1305,984,801,370,74,0,115.0,377073.0,45869429.93,49217898319.0
신사동(관악구),14564,10047,2328,1219,761,158,51,5.0,0.0,2.0,5244,71.0,14.245,8,0.6406,2,0.3,0.0,0.0,1.0,2088,4914,1.0,45352.0,632,1014,5760,4782,2694,3000,2594,1510,668,44,0,542,922,6522,3606,2522,3032,2758,1860,774,112,4,31.0,235518.0,28544409.84,3653684459.0
신수동,10014,3979,2272,1884,1518,290,71,1.0,1.0,1.0,5562,73.0,86.02,57,0.7973,4,1.25,0.0,0.0,1.0,2337,7126,2.0,44378.0,1556,1964,3372,3228,3382,3718,2436,1230,656,68,2,1514,1690,3192,3470,3774,3724,2770,1600,910,116,6,43.0,76422.0,57234497.89,8127298700.0
신원동,11336,7558,2072,969,583,115,39,7.0,0.0,2.0,4183,60.0,14.245,8,0.5446,1,0.07,0.0,0.0,1.0,1172,2777,0.0,35654.0,392,714,4474,3946,2248,2438,2000,1298,602,30,2,422,760,4350,2680,1956,2236,2448,1678,862,108,10,16.0,75605.0,36944012.39,1219152409.0
신월1동,10128,4904,2486,1565,915,205,53,20.0,0.0,1.0,5591,73.0,14.838,11,0.6219,5,0.8,0.0,0.0,0.0,2238,5875,0.0,39580.0,756,1220,2404,2854,3088,3594,3874,1890,564,32,0,732,1136,2350,2252,2492,3400,3800,2166,806,158,12,26.0,97117.0,40661652.0,2846315640.0
신월2동,8723,2750,2280,1802,1426,355,110,2.0,1.0,0.0,5933,76.0,14.838,11,0.6064,3,0.49,0.0,0.0,2.0,1622,4847,0.0,41694.0,1360,1718,2506,2738,3346,3188,3090,1798,518,46,0,1240,1794,2446,2792,3210,3324,3720,1966,762,128,4,18.0,224544.0,38308083.66,1455707179.0
신월3동,7754,4143,1780,962,636,186,47,5.0,0.0,2.0,4208,61.0,14.838,11,0.9176,3,23.99,0.0,0.0,2.0,1462,5259,1.0,29102.0,770,994,1902,2066,2156,2840,2854,1268,434,14,2,636,900,1640,1822,1750,2318,2432,1494,734,76,0,15.0,79566.0,31082276.64,2424417578.0
신월4동,6852,1727,1821,1619,1277,327,81,1.0,0.0,3.0,5291,71.0,14.838,11,0.4695,5,1.09,0.0,0.0,1.0,1605,3977,1.0,34998.0,1122,1616,2092,2064,2898,2640,2678,1428,448,36,4,1140,1508,1812,2110,2822,2940,3068,1658,770,134,10,12.0,193119.0,78178147.7,3361660351.0
신월5동,6376,2457,1627,1154,849,221,68,1.0,0.0,2.0,3825,57.0,14.838,11,0.6379,4,0.53,0.0,0.0,1.0,1316,4437,0.0,28320.0,784,1190,1902,2134,2112,2266,2180,1110,370,10,0,706,1086,1850,1798,2114,2456,2384,1196,568,102,2,14.0,141339.0,21629441.52,1319395933.0
신월6동,5379,1260,1394,1350,1106,231,38,4.0,0.0,1.0,3590,55.0,14.838,11,0.444,2,0.97,0.0,0.0,1.0,2061,3735,0.0,27794.0,1480,1222,1468,2162,2378,1984,1736,864,262,6,0,1326,1322,1444,2354,2260,2146,2030,902,378,62,8,19.0,74764.0,15316998.89,291022979.0
신월7동,8972,3584,2597,1594,939,212,46,3.0,0.0,2.0,5949,76.0,14.838,11,1.1784,8,9.51,2.0,2.0,1.0,1777,5684,0.0,37516.0,838,1158,2260,2682,2604,3176,3222,1708,598,56,0,762,1036,2110,2304,2402,3346,3754,2118,1206,176,0,16.0,198885.0,36369147.95,1600242510.0
신정1동,6963,1403,1339,1800,1988,347,86,2.0,1.0,2.0,5883,76.0,14.838,11,0.747,7,4.08,0.0,0.0,2.0,1582,6150,3.0,39560.0,1554,2984,2148,1638,3474,3498,2280,1150,434,44,0,1512,2760,2088,1994,4108,3400,2492,1222,616,158,6,43.0,253575.0,20776832.19,3947598116.0
신정2동,6869,1617,1382,1527,1897,378,68,3.0,1.0,1.0,5057,69.0,14.838,11,0.5255,2,0.42,0.0,0.0,2.0,1560,4330,1.0,37662.0,1048,3002,2266,1522,3168,3566,2428,1090,386,48,0,1020,2816,2098,1644,3816,3240,2478,1286,606,128,6,30.0,74847.0,27547293.0,4242283122.0
신정3동,19775,5499,4961,4274,3890,951,200,2.0,0.0,7.0,12444,97.0,14.838,11,2.7546,14,61.05,0.0,0.0,5.0,3433,10739,1.0,100026.0,3354,5602,6174,5996,7700,8646,6426,3228,1144,104,2,3292,5284,5954,6048,8440,9198,7368,3964,1756,326,20,44.0,490650.0,97584248.55,3025111705.0
신정4동,16367,8029,3829,2384,1642,364,119,5.0,0.0,4.0,8354,89.0,14.838,12,0.9964,10,0.97,0.0,0.0,2.0,4593,17802,1.0,64400.0,1238,2176,4722,5212,4760,5084,4506,2632,966,52,0,1216,2016,5414,4590,4668,5450,5222,3092,1194,184,6,79.0,422926.0,32935685.36,10144191091.0
신정6동,8179,1192,1738,2379,2402,364,104,1.0,2.0,2.0,6278,79.0,14.838,12,0.9402,7,5.2,2.0,2.0,0.0,1044,6577,3.0,47876.0,1852,3614,2764,2260,3982,4176,2846,1324,356,62,2,1682,3452,2644,2686,4926,4326,3002,1234,552,130,4,21.0,158456.0,37966759.29,4564944470.0
신정7동,11510,3385,2817,2532,2292,397,87,4.0,0.0,3.0,8160,88.0,14.838,11,1.2332,4,11.85,0.0,0.0,3.0,1555,5264,1.0,56638.0,1654,3352,3210,2812,4432,4912,4108,1958,700,64,2,1618,3118,2898,2964,4904,5056,4600,2534,1466,270,6,32.0,161220.0,37924956.4,3792084.0
신촌동,14972,11971,1607,735,493,119,47,5.0,2.0,3.0,3104,50.0,63.233,52,2.7183,4,0.45,0.0,0.0,3.0,5275,34964,20.0,40694.0,554,832,6428,3622,1792,1858,1330,782,456,52,0,472,1046,10628,3684,1928,1974,1462,1006,684,98,6,223.0,1173952.0,32080674.11,41063262856.0
쌍문1동,9423,3540,2555,1761,1170,306,91,0.0,0.0,5.0,6262,78.0,15.646,16,1.1749,4,28.06,1.0,1.0,3.0,1457,4787,1.0,41692.0,1006,1384,2540,2542,2872,3532,3270,1826,902,72,0,844,1530,3032,2310,2820,3766,3732,2226,1312,170,4,22.0,249557.0,25276286.9,2274865821.0
쌍문2동,8477,3374,2345,1489,990,216,63,1.0,0.0,2.0,5263,71.0,15.646,16,0.5408,2,0.3,0.0,0.0,1.0,1680,5781,1.0,36264.0,844,1266,2200,2518,2542,2922,2886,1440,606,64,0,816,1104,2204,2246,2492,3398,3482,1908,1114,206,6,34.0,288050.0,19471245.19,1362987163.0
쌍문3동,8211,3763,1979,1377,862,191,39,4.0,0.0,0.0,4474,64.0,15.646,16,0.5044,3,0.4,0.0,0.0,0.0,1307,4323,1.0,33236.0,684,990,2310,2470,2342,2662,2428,1394,652,38,2,746,916,2596,2292,2222,2938,2806,1758,884,98,8,24.0,194306.0,54342015.68,4401703270.0
쌍문4동,7088,1755,1816,1708,1469,287,53,0.0,0.0,4.0,4947,68.0,15.646,16,0.5544,2,0.16,0.0,0.0,2.0,907,2236,0.0,36438.0,1090,1876,2230,2054,2526,2882,2808,1220,450,60,0,926,1742,2232,2270,2840,3586,3302,1322,880,138,4,12.0,163630.0,35518027.47,3185693848.0
아현동,12079,3846,2988,2822,2028,290,105,4.0,0.0,0.0,6299,79.0,49.703,49,0.7438,5,0.85,0.0,0.0,1.0,2417,13499,2.0,56360.0,2880,1892,2708,4978,4994,4050,3050,1174,586,48,0,2908,2210,3540,6024,4966,4342,3266,1570,1004,160,10,50.0,357079.0,30383751.5,1276117563.0
안암동,9908,7094,1388,766,510,117,33,1.0,1.0,1.0,2779,46.0,70.732,54,1.3785,1,0.11,0.0,0.0,1.0,1927,14353,6.0,30144.0,380,884,5698,2284,1446,1896,1420,780,358,44,2,366,772,5350,1766,1404,1986,1496,1014,686,108,4,104.0,285932.0,32484915.73,15852638878.0
암사1동,16085,6754,3991,2828,2018,395,99,9.0,0.0,1.0,9094,92.0,14.797,11,0.7349,4,1.21,0.0,0.0,1.0,2733,6272,1.0,34022.0,909,1203,2303,2555,2675,2837,2559,1257,476,29,1,889,1184,2132,2360,2527,2976,2771,1585,668,124,2,46.0,164392.0,7422035.512,1276590108.0
암사2동,6382,2106,1631,1382,1008,199,56,1.0,1.0,1.0,4085,59.0,14.797,11,2.1726,2,0.12,2.0,1.0,2.0,1200,3806,0.0,14890.0,606,519,827,1303,1175,1074,940,545,189,9,0,571,483,938,1364,1155,1164,1101,629,248,49,1,23.0,99261.0,49604129.68,4811600579.0
암사3동,6160,1123,1457,1635,1515,324,106,2.0,0.0,1.0,5332,71.0,14.797,11,1.798,4,0.63,0.0,0.0,0.0,1132,2626,0.0,17398.0,809,1021,913,973,1545,1293,1106,631,197,12,3,764,914,892,1137,1639,1340,1297,620,239,49,4,19.0,74987.0,35036700.63,7549241097.0
압구정동,10000,2687,2511,2235,1936,445,186,1.0,0.0,1.0,8025,88.0,24.689,36,2.3433,3,1.69,0.0,0.0,1.0,5978,36485,2.0,25607.0,882,1297,1312,1214,1941,2062,1421,1133,534,67,1,930,1381,1480,1582,2348,2223,1714,1372,602,103,8,130.0,611984.0,37944844.22,40563038468.0
약수동,7760,3166,2118,1440,805,163,68,1.0,0.0,1.0,5029,69.0,14.146,7,0.486,1,22.16,0.0,0.0,0.0,1210,4519,0.0,32564.0,846,904,1748,2194,2186,2438,2508,1446,662,84,0,898,894,1892,2320,2380,2866,2946,1870,1238,234,10,30.0,146847.0,57658278.49,732469387.0
양재1동,17861,6306,4268,3367,2797,840,283,2.0,0.0,8.0,12823,98.0,31.186,39,5.761,26,82.66,0.0,0.0,4.0,5646,47376,1.0,84470.0,2868,4526,4694,5952,6776,6086,5158,2902,996,118,0,2864,4352,4872,6256,7472,6640,6532,3656,1406,326,18,114.0,945351.0,34340976.48,14045459379.0
양재2동,11009,5696,2285,1516,1160,270,82,4.0,0.0,1.0,4834,67.0,31.186,39,7.5565,19,5.57,0.0,0.0,1.0,7927,51408,5.0,42754.0,1196,1468,3264,4312,3528,3302,2624,1278,418,26,0,918,1454,3166,3916,3432,3388,2878,1508,568,104,6,117.0,474942.0,42917398.2,26866291274.0
양평1동,9953,5482,2055,1353,832,180,51,1.0,2.0,3.0,3839,57.0,50.32,49,0.9742,1,0.15,0.0,0.0,1.0,4862,25006,1.0,36474.0,1252,1008,2492,4546,3134,2212,1580,926,448,30,2,1124,1000,3482,4550,2852,2064,1832,1220,626,94,0,46.0,163730.0,30570001.41,3668400169.0
양평2동,11085,5245,2332,1801,1406,240,61,1.0,1.0,2.0,4959,68.0,100.64,60,2.8725,3,4.4,0.0,0.0,2.0,3692,23744,2.0,44992.0,1468,1518,3218,5428,3284,3116,2324,1046,396,48,0,1548,1326,4136,5530,3310,2936,2362,1228,656,110,4,47.0,308906.0,24940615.78,8255343824.0
여의동,13605,4328,3276,2962,2322,528,189,4.0,2.0,5.0,9749,93.0,16.773,24,8.4313,4,3.04,0.0,0.0,2.0,15940,192014,14.0,65190.0,2434,2972,3202,4090,4902,4964,4012,2466,1346,186,6,2280,2964,3784,5074,5514,5408,4546,2896,1822,312,10,302.0,1631757.0,74719198.3,103636000000.0
역삼1동,23763,17654,3367,1492,906,248,96,7.0,2.0,1.0,4920,68.0,13.996,6,2.3603,6,2.37,0.0,0.0,1.0,22326,176153,22.0,34328.0,420,665,2963,4840,3066,2212,1466,711,358,15,0,430,624,3977,4892,2919,1954,1524,886,340,63,3,316.0,1296216.0,70845719.21,142896000000.0
역삼2동,15820,6605,2358,3026,3135,515,181,5.0,1.0,1.0,8738,91.0,13.996,6,1.1342,9,0.88,0.0,0.0,1.0,6033,45149,6.0,36920.0,1101,2724,1922,2101,3787,3163,1245,805,355,22,0,1206,3089,2563,2514,4772,2637,1431,1064,362,54,3,97.0,444161.0,23856778.57,4246506585.0
역촌동,20690,8486,5227,3735,2529,565,148,5.0,3.0,3.0,12359,97.0,13.483,3,1.1567,7,0.43,0.0,0.0,1.0,3716,9380,1.0,88564.0,1934,3150,5740,5948,6680,7108,6004,3438,1466,104,0,1958,3136,6344,6158,6956,8064,7396,4494,2208,268,10,78.0,325696.0,28083887.06,5392106316.0
연남동,8397,5072,1717,873,560,141,34,2.0,5.0,2.0,3290,51.0,13.844,5,0.647,2,0.31,0.0,0.0,0.0,3103,8438,2.0,28756.0,464,734,2714,2908,2156,1804,1514,764,460,48,4,498,680,3228,2992,2148,1996,1744,1108,686,104,2,169.0,127848.0,17994374.57,5326334873.0
연희동,18775,10693,3638,2302,1600,416,126,2.0,6.0,1.0,9499,93.0,13.844,4,2.927,9,75.87,1.0,1.0,1.0,3420,13243,3.0,68386.0,1314,2168,7522,5456,4286,4628,3782,2120,1180,144,10,1360,2074,7706,5336,4646,5284,4414,2900,1758,290,8,121.0,1026410.0,40403944.89,18787834376.0
염리동,7795,3358,1596,1404,1182,212,43,0.0,1.0,2.0,3079,49.0,37.855,45,0.4911,2,2.38,0.0,0.0,1.0,1106,5256,1.0,33660.0,1308,1666,2210,2642,2968,2576,1602,676,382,40,0,1288,1650,2726,2842,3148,2474,1692,1064,626,80,0,43.0,153099.0,19035698.8,2836319121.0
염창동,16595,5009,3520,3836,3526,587,117,0.0,1.0,1.0,10326,95.0,30.68,39,1.7316,4,6.68,0.0,0.0,3.0,3097,16227,3.0,82768.0,3636,4482,4916,6656,7200,6008,4336,1898,612,56,0,3436,4306,5862,7860,7554,6128,4672,2078,930,138,4,58.0,357244.0,30928029.88,554155960.0
영등포동,21780,16762,2626,1326,879,144,43,5.0,0.0,3.0,5176,70.0,150.959,71,1.3711,4,1.09,0.0,0.0,1.0,14943,41886,7.0,60792.0,1128,852,6418,9034,4052,4094,3556,1502,560,70,0,1124,836,9524,7862,3082,2588,2344,1346,682,134,4,131.0,1132620.0,52035588.67,25653545212.0
영등포본동,10497,5121,2218,1654,1198,236,70,1.0,0.0,2.0,6224,78.0,32.547,40,0.8458,2,7.92,0.0,0.0,1.0,1924,6381,2.0,41886.0,1210,1184,2926,3496,2984,3666,3530,1746,712,56,0,1184,1100,2598,2956,2734,3428,3250,1984,998,134,10,45.0,182736.0,38853077.42,1204445400.0
오금동,15628,4841,4001,3429,2598,575,184,3.0,1.0,4.0,10195,94.0,17.603,30,1.6475,15,20.93,0.0,0.0,3.0,3613,19900,0.0,75196.0,2460,3166,4920,5182,5170,6034,5740,2846,862,84,6,2286,2766,4576,5162,5596,7126,6442,2942,1422,386,22,71.0,323319.0,21181579.47,5125942231.0
오류1동,12746,7234,2691,1569,942,239,71,5.0,0.0,4.0,5750,75.0,17.357,28,0.7273,2,151.95,0.0,0.0,1.0,1733,5168,1.0,22661.0,505,540,1680,2311,793,1520,785,884,354,19,740,489,578,2407,2235,787,1511,834,972,516,78,674,25.0,216401.0,89951389.16,5487034739.0
오류2동,15815,5100,4242,3090,2508,685,190,5.0,1.0,7.0,12132,97.0,34.714,43,4.5047,9,5.69,0.0,0.0,5.0,2420,8474,1.0,37708.0,1202,2011,2075,2288,1486,2829,1339,1538,599,59,1497,1128,1964,2139,2412,1593,3113,1549,1886,867,143,1503,42.0,247964.0,27715189.77,1441189868.0
오륜동,5908,700,1361,1591,1799,341,116,2.0,0.0,3.0,5135,70.0,17.327,28,3.0827,1,46.94,2.0,2.0,2.0,728,4992,1.0,35588.0,1138,2756,2078,1382,2678,2998,2456,1498,364,42,2,1008,2322,1818,1822,3386,3108,2886,1294,404,144,4,29.0,242432.0,73332071.32,40479303369.0
옥수동,10764,3200,2996,2562,1574,337,95,0.0,0.0,4.0,7055,84.0,12.345,1,1.9206,2,0.14,0.0,0.0,2.0,1506,4717,4.0,50886.0,2256,1602,2346,4054,4348,3592,3054,1580,678,76,4,2374,1656,2638,4992,4498,4098,3738,2000,1118,180,4,29.0,223911.0,20367426.3,1099841020.0
왕십리2동,7388,2996,1713,1398,996,209,76,2.0,0.0,2.0,4175,60.0,14.146,7,0.3721,4,9.46,0.0,0.0,1.0,1232,2948,0.0,32408.0,1122,1108,2098,2672,2424,2546,2158,988,422,50,0,1134,1056,2356,2862,2390,2706,2290,1298,624,102,2,21.0,120996.0,21489650.49,1826620292.0
왕십리도선동,12216,5169,2697,2218,1695,328,109,4.0,0.0,4.0,6836,82.0,56.586,51,0.7098,7,2.09,0.0,0.0,1.0,3234,11495,4.0,52810.0,2098,1726,3556,3986,3982,4064,3228,1434,704,54,0,1918,1632,4698,4820,3946,4566,3308,1828,1048,208,6,56.0,327870.0,17396021.57,2313670869.0
용강동,9320,3555,1950,1908,1533,291,83,1.0,0.0,2.0,6094,77.0,109.256,60,0.79,6,1.37,0.0,0.0,1.0,4088,23581,3.0,42564.0,1900,2104,1896,3082,4018,3208,2212,1038,558,66,2,1900,2206,2178,3726,4556,3066,2378,1424,866,178,2,50.0,171071.0,22028219.62,3546543359.0
용답동,7627,5193,1268,608,433,91,34,5.0,2.0,1.0,2982,48.0,28.878,38,2.3753,3,0.29,0.0,0.0,1.0,2497,12834,0.0,23722.0,294,556,2294,2016,1592,2294,1774,896,448,24,2,282,546,2926,1822,1262,1564,1438,1032,572,86,2,33.0,271188.0,55062677.53,3744262072.0
용문동,5326,2121,1346,1020,655,145,39,3.0,0.0,1.0,3016,49.0,37.855,45,0.2773,1,0.54,0.0,0.0,0.0,963,2159,1.0,22918.0,606,684,1592,1960,1568,1818,1484,834,398,22,0,650,630,1718,1942,1576,1890,1754,1114,576,98,4,21.0,68695.0,18481339.97,2051428737.0
용산2가동,5061,2816,1197,596,332,93,27,0.0,0.0,0.0,2509,42.0,37.855,45,0.0,0,0.0,0.0,0.0,1.0,844,2129,3.0,17986.0,270,450,1398,1694,1320,1158,1250,764,360,38,0,252,432,1364,1532,1170,1372,1470,988,590,114,0,21.0,278334.0,17110605.76,2925913585.0
용신동,21730,12855,4006,2584,1817,362,106,2.0,1.0,1.0,7434,85.0,28.293,37,1.6172,6,1.74,0.0,0.0,1.0,6982,30470,3.0,72992.0,1804,1848,6044,6778,5452,5520,5024,2396,1168,88,2,1856,1736,7614,6554,4794,4948,4682,2830,1628,216,10,92.0,936453.0,29111679.57,10683986403.0
우이동,9582,3995,2585,1639,1057,236,70,3.0,0.0,2.0,6205,78.0,30.837,39,10.5798,2,0.33,0.0,0.0,0.0,1557,5515,2.0,40062.0,894,1294,2230,2588,2786,3424,3118,1840,978,76,4,872,1260,2484,2296,2574,3644,3730,2356,1390,218,6,36.0,247242.0,41695238.16,5628857152.0
우장산동,16817,4468,3698,3822,3910,740,179,2.0,2.0,4.0,11886,97.0,29.676,38,1.2607,8,29.41,0.0,0.0,1.0,2508,7147,0.0,87492.0,3110,5440,4802,5140,7674,7016,4950,2758,868,64,2,3278,5650,5540,5354,8872,7030,5590,3094,1058,194,8,60.0,357907.0,30313001.18,3880064151.0
원효로1동,9353,5198,1849,1245,840,176,45,2.0,0.0,2.0,3530,54.0,75.71,55,0.5886,5,3.3,0.0,0.0,1.0,2634,12179,0.0,34358.0,1168,1002,2210,3878,2674,2202,1764,740,314,36,2,1142,922,3570,4450,2716,2254,1826,922,470,92,4,38.0,253501.0,20206673.51,2061080698.0
원효로2동,6222,2530,1442,1136,846,199,69,0.0,0.0,2.0,3603,55.0,94.637,58,0.7085,2,0.37,0.0,0.0,1.0,1564,7229,0.0,27428.0,732,876,1718,2232,2000,2172,1808,900,376,48,0,790,1206,2134,2276,2036,2288,1950,1064,698,114,10,22.0,154997.0,24776005.71,3691624851.0
월계1동,10049,4654,2187,1596,1240,321,51,1.0,1.0,2.0,6172,78.0,13.848,5,1.1066,6,23.94,0.0,0.0,1.0,1921,6647,4.0,41598.0,994,1602,4252,2610,2990,3338,2974,1820,670,76,0,890,1450,3058,2194,2874,3286,3210,2116,1026,164,4,45.0,371295.0,62927900.35,11641661565.0
월계2동,11728,4449,3124,2212,1541,324,78,1.0,0.0,5.0,8167,88.0,13.848,5,2.0032,7,1.25,0.0,0.0,2.0,1436,3961,1.0,51668.0,1464,1956,2990,2836,3914,4268,4066,2378,852,80,6,1354,1880,2762,2926,3746,4440,4980,2908,1552,302,8,14.0,212063.0,12832392.59,218150674.0
월계3동,12871,4475,3593,2655,1685,357,106,1.0,0.0,5.0,8860,91.0,13.848,5,1.1674,4,2.29,0.0,0.0,3.0,1536,4525,1.0,57908.0,1838,2036,3122,4358,4392,4240,4134,2492,1002,76,0,1726,1832,3256,4222,4168,4828,5202,3048,1658,270,8,22.0,228263.0,45552860.58,7024251101.0
월곡1동,10786,3484,2708,2250,1826,405,113,3.0,0.0,1.0,7801,87.0,13.848,5,0.8012,5,23.71,0.0,0.0,2.0,1841,5848,2.0,51640.0,1652,2490,2694,3186,4226,4324,3560,1840,894,52,0,1650,2512,3054,3282,4274,4294,3854,2500,1146,150,6,39.0,319891.0,39169058.94,5170315780.0
월곡2동,9713,4911,2041,1392,1056,242,71,4.0,0.0,2.0,5314,71.0,27.697,37,1.3639,4,56.05,0.0,0.0,0.0,2162,11083,1.0,38206.0,894,1422,2846,2684,2562,2986,2628,1442,684,48,2,806,1400,4196,2476,2520,2924,2832,1722,970,158,4,64.0,193005.0,30405536.24,7236517625.0
위례동,14650,2118,2800,3713,4512,1228,279,3.0,0.0,5.0,8773,91.0,35.205,44,2.4876,5,9.73,0.0,0.0,3.0,1264,5146,3.0,89344.0,6838,6176,4112,6304,9130,5746,3444,1366,392,28,0,6334,6004,4326,7532,9342,5818,3922,1616,708,196,10,63.0,415002.0,40617291.85,11817697771.0
은천동,16127,7766,3508,2404,1887,429,133,1.0,0.0,5.0,9174,92.0,17.205,27,0.7756,6,58.16,0.0,0.0,1.0,2434,7925,2.0,65316.0,1762,2606,4962,5252,4918,4808,4082,2528,1032,56,0,1540,2548,5488,4826,4818,4676,4716,3134,1342,216,6,34.0,441388.0,39549654.63,77584095.0
을지로동,2075,1540,324,132,66,9,4,5.0,3.0,1.0,437,2.0,123.076,63,0.6111,1,2.73,0.0,0.0,0.0,9784,31528,3.0,5300.0,108,48,334,782,414,450,514,254,88,8,0,142,80,372,612,336,240,254,164,90,10,0,84.0,225260.0,53799292.63,27868033583.0
응봉동,5951,1609,1471,1415,1174,224,58,0.0,0.0,1.0,4343,62.0,12.345,1,0.5532,3,0.43,0.0,0.0,1.0,682,1162,0.0,29914.0,1056,1574,1588,1940,2482,2434,1678,962,474,40,0,916,1506,1798,2082,2800,2514,1992,1252,728,94,4,6.0,122328.0,42643044.84,1253440479.0
응암1동,15091,6172,3674,2644,2007,473,121,4.0,0.0,3.0,7242,85.0,13.844,4,1.109,5,0.27,0.0,0.0,1.0,2605,8853,4.0,65834.0,2426,2760,3784,5058,5368,4872,3698,1914,932,74,2,2284,2584,4782,5558,5678,5126,4492,2844,1426,168,4,57.0,532998.0,34956909.11,7131209459.0
응암2동,11228,3302,2725,2666,2017,393,125,1.0,1.0,3.0,7857,87.0,13.844,4,0.7547,5,1.19,0.0,0.0,1.0,1284,3096,0.0,55374.0,2954,2654,2524,3914,5652,3932,2858,1556,674,48,2,2754,2490,2512,4602,5656,3948,3446,2002,1032,158,6,24.0,166566.0,2956260.75,47300172.0
응암3동,12538,6398,3055,1748,1005,252,80,11.0,0.0,4.0,7001,83.0,13.844,5,0.7522,4,0.48,0.0,0.0,2.0,2467,6002,1.0,47276.0,784,1358,3262,3432,3202,3888,3618,2046,1082,90,4,778,1238,3424,3160,3026,3892,4090,2924,1744,230,4,48.0,250129.0,22765591.46,3938447322.0
이문1동,10784,7037,1724,1020,764,178,61,2.0,0.0,2.0,4244,61.0,15.673,17,1.0388,2,0.25,0.0,0.0,0.0,1641,6654,4.0,35688.0,562,1240,4860,2348,2116,2586,2062,1164,668,58,2,582,1180,5292,1790,1956,2416,2118,1588,982,114,4,62.0,217914.0,51863461.63,10839463481.0
이문2동,8691,3351,2077,1587,1275,322,79,2.0,0.0,2.0,5809,75.0,15.673,17,0.7233,0,0.0,0.0,0.0,1.0,1049,2385,0.0,39020.0,1026,1660,2416,2360,2848,3286,2772,1596,718,46,2,990,1608,2918,2378,2762,3340,2968,2102,1080,144,0,14.0,102214.0,37924956.4,308430659.0
이촌1동,9140,1838,2239,2409,2054,458,142,3.0,0.0,5.0,8191,88.0,18.927,34,2.8706,9,0.45,0.0,0.0,1.0,1387,4107,1.0,49976.0,2300,2726,2506,2618,3768,4168,2950,1386,864,166,2,2122,2634,2592,3266,4626,4588,3076,1884,1438,284,12,21.0,178719.0,1367609758.0,4102829275.0
이촌2동,3605,1325,999,701,437,111,32,1.0,5.0,0.0,2411,41.0,18.927,34,1.2046,1,0.04,0.0,0.0,0.0,558,1183,0.0,15930.0,434,464,820,1292,1112,1234,1156,630,262,42,2,474,482,788,1296,1172,1350,1506,804,502,102,6,7.0,61356.0,15406296.55,308125931.0
이태원1동,3436,1976,742,406,235,53,24,0.0,0.0,0.0,1731,32.0,18.927,34,0.5825,2,0.39,2.0,1.0,1.0,1871,6544,8.0,12168.0,194,236,1034,1272,800,860,964,402,242,50,0,212,248,848,952,778,972,1028,628,350,96,2,40.0,197951.0,56756703.78,56245893442.0
이태원2동,4843,2726,1069,586,340,83,39,0.0,0.0,1.0,2425,41.0,18.927,34,0.8736,3,0.62,0.0,0.0,1.0,1285,3282,1.0,17306.0,370,382,1240,1648,1254,1166,1042,600,344,50,0,348,478,1254,1614,1328,1314,1288,868,630,84,4,36.0,132116.0,21201321.8,5469941024.0
이화동,4269,2778,733,413,256,66,23,0.0,1.0,0.0,1648,30.0,40.141,46,0.7818,2,26.55,0.0,0.0,0.0,1673,17365,8.0,14012.0,186,330,1396,1236,840,992,884,524,232,38,0,194,328,1660,1218,822,1024,972,644,440,52,0,95.0,427320.0,29777483.76,7593258360.0
인수동,14219,6137,3740,2396,1455,383,108,11.0,0.0,3.0,9297,92.0,13.848,5,2.9958,2,0.06,0.0,0.0,2.0,2226,6650,3.0,58892.0,1252,1972,3522,3642,4050,4932,4832,2784,1310,94,8,1198,1990,3646,3282,3816,5260,5576,3562,1854,300,10,39.0,261588.0,33446989.2,4916707413.0
