상호명,도로명주소,행정동명,위도,경도
벤티프레소 숙명여대점,"서울특별시 용산구 청파로47길 66, 중하빌딩 지하1층 2호 (청파동2가)",청파동,37.545067501628,126.966770459878
아카페(ACAFE),"서울특별시 용산구 청파로73길 58, 지층 (서계동)",청파동,37.5512435797646,126.96775328948
마우나커피(MAUNA COFFEE),"서울특별시 영등포구 여의대방로43길 11-5, 1층 (신길동)",신길7동,37.5057960582934,126.921446406778
휘드카페(ruedecafe) 수유점,"서울특별시 강북구 한천로 1046-1, 1층 (수유동)",수유3동,37.6407173158353,127.026165985523
빽다방 종로숭인대경점,"서울특별시 종로구 난계로 255, 대경빌딩 1층 (숭인동)",숭인2동,37.5743351466043,127.022913882969
모리셔스브라운 석촌호수점,"서울특별시 송파구 송파대로 473, 101호 (석촌동, 양지473)",석촌동,37.5082243206578,127.103914282397
하모니,"서울특별시 성동구 송정14길 18-1, 1층 (송정동)",송정동,37.5508451133875,127.068320135685
빽다방 왕십리텐즈힐점,"서울특별시 성동구 마장로 137, 221동 1층 1111호 (상왕십리동, 텐즈힐)",왕십리도선동,37.5678250213489,127.025053595952
커피상회,"서울특별시 동대문구 약령시로 133, 1층 (청량리동)",청량리동,37.5833853215255,127.044745762835
카페드루왁,"서울특별시 마포구 성미산로 174, 1층 104호 (연남동)",연남동,37.5639559621728,126.924981531086
올더어글리쿠키&트레몽,"서울특별시 마포구 토정로 45, 1,2층 (합정동)",합정동,37.5456364645837,126.915937820765
판다탕후루 상암동점,"서울특별시 마포구 상암산로1길 69, 상암프라자 1층 101호 (상암동)",상암동,37.580143784782,126.883459876317
미미고 양천향교역점,"서울특별시 강서구 마곡동로10길 23, 마곡파크뷰대방디엠시티오피스텔 1층 132호 (마곡동)",가양1동,37.5686751510585,126.839355910873
리아 한남,"서울특별시 용산구 이태원로 208, 제임스클럽 1층 104호 (한남동)",한남동,37.5345405311963,126.997056164597
매머드 익스프레스 후암시장점,"서울특별시 용산구 후암로 48, 1층 6호 (후암동)",후암동,37.5502442994284,126.977551927445
잇덴굿 어린이대공원점,"서울특별시 광진구 광나루로 369, 지하1층 B-112호 (군자동, 광진두산위브파크)",군자동,37.5484610827889,127.071049482737
페리카페(Peri cafe),"서울특별시 광진구 광나루로36길 40, 1층 (구의동)",구의1동,37.5431793194962,127.086105258699
설탕후루츠,"서울특별시 도봉구 마들로 595, 1층 (방학동)",방학1동,37.6632275767892,127.046342732474
숨,"서울특별시 도봉구 도봉로164길 30, 1층 (도봉동, 대동드림빌)",도봉2동,37.6754600789803,127.046380945476
대단한 탕후루 양재점,"서울특별시 강남구 남부순환로363길 16, 지상1층 101호 (도곡동)",도곡1동,37.4863790572761,127.038128591103
플랜타,"서울특별시 강동구 천호대로219다길 7-18, 1층 (상일동)",상일1동,37.5482085616631,127.171911292766
매머드 익스프레스 성대중문점,"서울특별시 종로구 명륜길 40-1, 1층 (명륜3가)",혜화동,37.5889907537286,126.994978056998
아이캔커피 용산점,"서울특별시 용산구 새창로14길 22, 1층 (용문동)",용문동,37.5384945154285,126.958730610292
WHAT'S FOR? (와츠폴),"서울특별시 성동구 마조로15길 16, 1층 (마장동)",마장동,37.5637666996638,127.039976481872
보커피(Bo coffee),"서울특별시 강동구 구천면로 361, 1동 지1층 B101호 (암사동, 암사 THE Nest)",암사1동,37.5505681135919,127.138746323612
비전스트롤 연희점,"서울특별시 서대문구 연희로11길 57, 1층 2호 (연희동)",연희동,37.5688619560314,126.928733281127
엘리스파이,"서울특별시 중구 소공로 63, 지하1층 (충무로1가)",회현동,37.560919019936,126.980979034083
주디마리(한시적),"서울특별시 강남구 압구정로 343, 갤러리아백화점 지하1층 (압구정동)",압구정동,37.5284754434309,127.040052671773
퀸네브릴 삼청,"서울특별시 종로구 팔판길 22-1, 1층 (팔판동)",삼청동,37.5827943165499,126.981204088342
버블탕후루(군자점),"서울특별시 광진구 천호대로111길 14, 1층 (중곡동)",중곡2동,37.5569965505046,127.082353989751
메리망고,"서울특별시 강동구 고덕로25길 9, 씨티09빌딩 1층 102호 (암사동)",암사3동,37.5552839320336,127.136350139486
위례 게코카페티라노,"서울특별시 송파구 위례광장로 120, 지하1층 B04-1호 (장지동, 위례중앙푸르지오1단지)",위례동,37.4750100992712,127.141592563317
무지성,"서울특별시 강서구 허준로 175, 상가동 204호 (가양동, 가양6단지아파트)",가양3동,37.5637580924465,126.85928943925
매머드익스프레스(숙대점),"서울특별시 용산구 청파로47길 67, 1층 (청파동2가)",청파동,37.5448230996164,126.966589629851
빽다방 중랑구청점,"서울특별시 중랑구 봉화산로 194, 신아타운 104호 (신내동)",신내2동,37.6064526315197,127.094707041869
슈퍼말차 무역센터,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",삼성1동,37.5086151302204,127.059765116537
모두의죽 신림점,"서울특별시 관악구 조원로 170, B1층 3호 (신림동)",신사동(관악구),37.4859944568114,126.921174749565
카페리브레,"서울특별시 마포구 성미산로32길 20-5, 1,2층 (연남동)",연남동,37.5636435058861,126.923730236588
이디야상계역사거리점,"서울특별시 노원구 한글비석로 409, 1,2층 (상계동)",상계5동,37.6611398931669,127.070865352695
매머드 익스프레스 보라매대교점,"서울특별시 관악구 보라매로3길 29, 1동 제1층 12호 (봉천동, 해태보라매타워)",보라매동,37.4912113425285,126.924990343437
나는 봄,"서울특별시 서초구 강남대로 224, 지하1층 B103호 (양재동, 양재한신휴플러스)",양재1동,37.4840177269747,127.035117473843
정지윤쿠킹스튜디오,"서울특별시 서초구 남부순환로 2201, 1층 107호 (방배동)",방배3동,37.4741803897218,126.993113629258
우정분식,"서울특별시 양천구 목동로19길 35, 1층 (신정동)",신정4동,37.5245769805044,126.860493082703
달콤왕가탕후루 구파발역점,"서울특별시 은평구 진관2로 15-8, 웅신 미켈란의아침 1층 105호 (진관동)",진관동,37.6353936531351,126.919559891188
코미네 탕후루,"서울특별시 은평구 서오릉로 150, 우림빌딩 1층 103호 (갈현동)",갈현2동,37.611948526415,126.916569405965
앙투앙 북스,"서울특별시 노원구 공릉로26길 26, 지층 좌측호 (공릉동)",공릉1동,37.6200076045759,127.079501501903
탕탕 탕후루,"서울특별시 강서구 금낭화로 96, 1층 (방화동)",방화1동,37.5739892447709,126.811641993326
노릇베이커리(rohreut),"서울특별시 양천구 신월로 224, 1층 (신월동)",신월2동,37.5217278771036,126.846717827666
엘리스파이,"서울특별시 영등포구 양평로 87, 1층 (양평동4가)",양평2동,37.5358672572166,126.897222483413
세븐일레븐 청계센터점,"서울특별시 종로구 청계천로 61, 관철동 빌딩 1층 (관철동)",종로1.2.3.4가동,37.5689809031787,126.984314164707
판다 탕후루,"서울특별시 종로구 대명길 23, 1층 (명륜4가)",혜화동,37.5832041428501,127.000288585964
이리,"서울특별시 종로구 낙산성곽서길 91, 1층 (충신동)",종로5.6가동,37.5763827853346,127.008321475774
달콤왕가탕후루 중화역점,"서울특별시 중랑구 봉화산로 39-1, 유정빌딩 1층 103호 (중화동)",중화2동,37.6017908315484,127.078752031935
모찌이야기 잠실어드벤처점,"서울특별시 송파구 올림픽로 240, 롯데월드 지하1층 SM-B1F-32호 (잠실동)",잠실3동,37.5113096112036,127.098141751177
달콤왕가탕후루 구의점,"서울특별시 광진구 자양로 115, 성동빌딩 1층 102호 (자양동)",자양1동,37.5381268972861,127.083053414446
윤쌤스터디카페책먹는여우,"서울특별시 양천구 중앙로 230, 2층 202호 (신정동)",신정1동,37.5171799043197,126.854568745561
버터그라인드,"서울특별시 양천구 목동중앙본로7길 7, 1층 (목동)",목4동,37.5397046835087,126.868254791814
용마타코야끼,"서울특별시 중랑구 사가정로 412-3, 1층 (면목동)",면목7동,37.5802214950946,127.090494855016
솔티스위티 베이커리,"서울특별시 강서구 등촌로39길 31, 1층 (등촌동)",등촌2동,37.5458845445758,126.860564506873
베이키,"서울특별시 동작구 사당로16길 61, 1층 우측호 (사당동)",사당4동,37.4809668678439,126.972159424574
커피테리어,"서울특별시 송파구 마천로45길 24-8, 1층 143-7호 (마천동)",마천2동,37.4977432019933,127.151078278767
구파발 타코야끼,"서울특별시 은평구 진관3로 70, 823동 104호 (진관동, 은평뉴타운상림마을)",진관동,37.6422598317106,126.923141080933
므믐므,"서울특별시 양천구 목동로23길 10, 로데오27타운 1층 (신정동)",신정4동,37.527438082746,126.862544022705
빈스피자 한양대엠케이점,"서울특별시 성동구 왕십리로 222, 한양대학교 미래자동차연구센터 복합매장 지1층 (사근동)",사근동,37.5545035492027,127.046611216789
풀(FLLL),"서울특별시 용산구 우사단로10길 83, 1층 (한남동)",한남동,37.5321383189386,127.000049554501
빽다방 사당네스코점,"서울특별시 관악구 남부순환로 2064, 네스코N타워 104호 (남현동)",남현동,37.4764021630158,126.978098942823
카페 고즈넉,"서울특별시 마포구 월드컵로7길 38, 지하1층 (합정동)",합정동,37.5529419410052,126.909952114263
설빙 사가정역점,"서울특별시 중랑구 사가정로51길 38, 영진유치원 2층 (면목동)",면목3.8동,37.5825184776366,127.088126361985
복호두 광화문점,"서울특별시 종로구 종로 19, 르메이에르종로타운1 1층 107-2호 (종로1가)",종로1.2.3.4가동,37.5708444878121,126.979923668151
롯데쇼핑(주) 롯데마트 제타플렉스 잠실점(스윗슬라이스),"서울특별시 송파구 올림픽로 240, 롯데마트 제타플렉스 지하 1층 (잠실동)",잠실3동,37.5113096112036,127.098141751177
롯데쇼핑(주)롯데마트 제타플렉스 잠실점(치즈앤도우),"서울특별시 송파구 올림픽로 240, 롯데월드 지하1층 (잠실동)",잠실3동,37.5113096112036,127.098141751177
서울강동경찰서 복지회,"서울특별시 강동구 성내로 57, 강동경찰서 1층 (성내동)",성내1동,37.5286775394179,127.126957376122
에쯔,서울특별시 종로구 이화장길 94 (동숭동),이화동,37.5794922073126,127.005147194198
빽다방 전농동전동초교점,"서울특별시 동대문구 사가정로 145, 1층 (전농동)",전농2동,37.5781094903909,127.060981222248
메가MGC커피 독산대륭20차점,"서울특별시 금천구 가산디지털1로 5, 대륭테크노타운 20차 지상1층 115호 (가산동)",가산동,37.4667454838323,126.886718830722
수눈,"서울특별시 송파구 송이로36길 47, 1층 103호 (문정동)",장지동,37.4835094574648,127.12878864944
여유시간,"서울특별시 양천구 목동중앙북로 28, 1층 (목동)",목3동,37.5480638317801,126.86652703304
메가엠지씨커피 동작대방점,"서울특별시 동작구 등용로 86-1, 1층 (대방동)",대방동,37.5089975093873,126.932368592044
달콤왕가탕후루 신길점,"서울특별시 영등포구 신풍로17길 8-1, 1층 (신길동)",신길6동,37.5008716324823,126.916610709696
신산커피하우스 연남,"서울특별시 마포구 성미산로 190-33, 엠케이 3층 (연남동)",연남동,37.5624501685178,126.925759709072
투썸플레이스 가산로데오점,"서울특별시 금천구 벚꽃로 254 (가산동, 월드메르디앙벤처센타 지상1층 104,104-1,104-2일부호)",가산동,37.4777630224027,126.88549272849
콘티뉴이티,"서울특별시 중구 수표로 30, 3층 (저동2가)",을지로동,37.5638329928714,126.99039016539
페어리하우스,"서울특별시 마포구 성미산로16길 3-3, 지1층 좌측호 (연남동)",연남동,37.5611268837408,126.918140483313
종각역 정항우 케익,"서울특별시 종로구 종로 지하 55, 종각지하철역사 지하층 152-113호 (종로1가)",종로1.2.3.4가동,37.5702140381269,126.983239678933
메가엠지씨커피 화곡중앙시장점,"서울특별시 강서구 가로공원로76길 73, 1층 (화곡동)",화곡1동,37.5339952987106,126.83855303361
이디야 삼전역점,"서울특별시 송파구 백제고분로 263, 지상1층 (삼전동)",삼전동,37.5027813622658,127.095799159025
몬스터 차저(Monster Charger),"서울특별시 강남구 도곡로 516, 지상1층 103-1호 (대치동)",대치2동,37.4991812807975,127.062987853204
브레빌 카페&스토어 신사(Breville Cafe&Store),"서울특별시 강남구 논현로159길 41, 지상1층 (신사동)",신사동(강남구),37.522194471999,127.024980297931
킹브루,"서울특별시 동작구 만양로14가길 22, 청석빌딩 1층 (노량진동)",노량진1동,37.5125742620077,126.945120731775
총각네야채가게 역삼점,"서울특별시 강남구 역삼로52길 14, 도곡프라자 지상1층 111호 (역삼동)",역삼2동,37.4985541072519,127.047989898024
오븐에오분,"서울특별시 서대문구 이화여대5길 35, 영타운 지웰 에스테이트 1층 117호 (대현동)",신촌동,37.5581310070038,126.943762709377
판다탕후루 마곡점,"서울특별시 강서구 마곡중앙1로 26, 엠리체 1층 106호 (마곡동)",발산1동,37.5586282971172,126.823855000993
3POP,"서울특별시 마포구 신촌로16길 34, 지하1층 일부호 (노고산동)",서교동,37.5542442980497,126.934200146698
리은푸드,"서울특별시 영등포구 영중로 9, 타임스퀘어점 식품행사장 지하1층 (영등포동4가)",영등포동,37.5171899712591,126.905567071705
커피랑,"서울특별시 동대문구 장한로28가길 70, 1층 (장안동)",장안2동,37.5761393365097,127.07296289353
